stop_id;stop_name;stop_lat;stop_lon;stop_code;location_type;parent_station;wheelchair_boarding;stop_direction
002133;ors vezer tere M+H, deli taroloter;47.500366;19.135700;002133;;CS003106;2;
002136;Fogas uzem (kapu);47.509119;19.014403;;;;;
002138;Kobanya also vasutallomas;47.483354;19.127803;002138;;CSF01800;2;
003002;Puskas Ferenc Stadion M;47.500368;19.103406;003002;;CS008132;2;
003105;Becsi ut / Vorosvari ut;47.548817;19.029722;003105;;CSF00571;2;
003106;ors vezer tere M+H, eszaki tarolo;47.505160;19.136637;003106;;CS003106;2;
003118;obuda, Bogdani ut;47.551471;19.041971;003118;;CS003118;2;
004716;eD metro jarmutelep,porta;47.469651;19.129090;;;;2;
004948;Metro eD jarmutelep (kapu);47.465239;19.142612;;;;;
004952;Metro KNY jarmutelep (kapu);47.502234;19.132179;;;;;
005815;ujpest-Varoskapu M;47.559251;19.078625;005815;;CS005815;2;
005924;Mill.FAV jarmutelep (kapu);47.518788;19.093168;;;;;
006390;Cinkota kocsiszin (kapu);47.519345;19.217072;006390;;CSF03304;;
007177;Csepel kocsiszin (kapu);47.421498;19.066247;007177;;CS007177;;
007675;Dunaharaszti kulso kocsiszin (kapu);47.362751;19.088475;;;;;
007762;Szentendre kocsiszin (kapu);47.658755;19.072392;007762;;CS009119;;
007817;Marta utca;47.428685;18.929674;;;;2;49
007877;Birosag;47.519564;18.978068;007877;;CS007877;2;-78
007878;Birosag;47.519456;18.978041;007878;;CS007877;2;101
007879;Romai uti lakotelep, Varsa utca;47.570863;19.058543;;;;2;93
007880;Becsi ut / Vorosvari ut;47.547647;19.028766;007880;;CSF00571;2;
007881;Varadi utca;47.543771;19.030123;007881;;CSF00591;2;-10
007882;Varadi utca;47.542691;19.029977;007882;;CSF00591;2;168
007883;Perenyi ut;47.545812;19.029591;;;;2;-8
007884;Deak Ferenc ter M;47.497413;19.055158;007884;;CS038717;1;
007887;Mester utca / Ferenc korut;47.482246;19.068716;007887;;CSF01380;2;15
007888;Mester utca / Ferenc korut;47.482570;19.068477;007888;;CSF01380;2;-163
007890;Mester utca / Ferenc korut;47.481671;19.068782;007890;;CSF01380;2;
007897;Kelenfold vasutallomas M;47.464597;19.022948;007897;;CS007967;2;98
007899;Kelenfold vasutallomas M;47.464744;19.022994;007899;;CS007967;2;
007900;Maros utcai rendelointezet;47.503728;19.022391;;;;2;143
007902;ujpest-Varoskapu M;47.558600;19.078220;007902;;CS005815;2;
007913;526. sor;47.479281;19.211332;007913;;CS007914;2;118
007914;526. sor;47.479300;19.211468;007914;;CS007914;2;-58
007919;Polus Center;47.552619;19.143665;;;;2;-100
007923;Kele utca;47.431808;19.173804;;;;1;29
007924;ultetveny utca;47.396915;19.175497;007924;;CS007924;2;44
007927;Ferihegy vasutallomas;47.438405;19.222663;007927;;CS007927;2;-43
007928;Ferihegy vasutallomas;47.437693;19.223443;007928;;CS007927;2;134
007930;Savoyai Jeno ter (Torley ter);47.430374;19.036286;007930;;CS007930;1;
007931;Savoyai Jeno ter (Torley ter);47.430374;19.036551;007931;;CS007930;1;-93
007949;Kocsis Sandor ut;47.574316;19.013288;;;;1;-130
007950;Keleti palyaudvar M;47.501104;19.082712;007950;;CSF01132;1;
007967;Kelenfold vasutallomas M;47.465750;19.021836;007967;;CS007967;1;
007968;Mogyorod utja;47.570602;19.128267;;;;1;38
007972;Huvosvolgy;47.543166;18.964394;007972;;CS007976;2;
007973;Huvosvolgy;47.542923;18.964567;007973;;CS007976;2;153
007974;Huvosvolgy;47.542635;18.964753;007974;;CS007976;2;
007975;Huvosvolgy;47.543243;18.964281;007975;;CS007976;2;
007976;Huvosvolgy;47.543264;18.963995;007976;;CS007976;2;
007977;Huvosvolgy;47.542968;18.964195;007977;;CS007976;2;
007978;Huvosvolgy;47.542707;18.964355;007978;;CS007976;2;
007979;Vorosmarty utca M;47.507468;19.066509;007979;;CSF01090;2;-132
007980;Vorosmarty utca M;47.507444;19.066767;007980;;CSF01090;2;45
007995;Jokai Mor utca;47.410717;19.020681;007995;;CS007995;2;-31
007996;Budateteny vasutallomas (Campona);47.405724;19.013796;007996;;CS007997;1;
007997;Budateteny vasutallomas (Campona);47.405963;19.014089;007997;;CS007997;1;
007998;Budateteny vasutallomas (Campona);47.405705;19.014297;007998;;CS007997;1;
007999;Budateteny vasutallomas (Campona);47.405711;19.014142;007999;;CS007997;1;
008003;Budagyongye;47.515894;18.999506;008003;;CSF00166;2;
008005;Moricz Zsigmond korter M;47.477023;19.047527;008005;;CS022814;1;
008006;Kelenfold vasutallomas M;47.464840;19.022311;008006;;CS007967;2;
008018;ors vezer tere M+H, uj taroloter;47.500933;19.135714;008018;;CS003106;2;
008020;ors vezer tere M+H;47.501005;19.136378;008020;;CS003106;2;
008021;ors vezer tere M+H;47.501814;19.136233;008021;;CS003106;2;
008022;ors vezer tere M+H;47.501355;19.136333;008022;;CS003106;2;
008023;ors vezer tere M+H;47.501535;19.136180;008023;;CS003106;2;
008024;ors vezer tere M+H;47.501148;19.136213;008024;;CS003106;1;
008025;ors vezer tere M+H;47.501814;19.135915;008025;;CS003106;2;
008026;ors vezer tere M+H;47.501374;19.136007;008026;;CS003106;2;
008027;ors vezer tere M+H;47.501482;19.135861;008027;;CS003106;2;
008028;ors vezer tere M+H;47.501112;19.135882;008028;;CS003106;1;
008029;ors vezer tere M+H;47.502129;19.135703;008029;;CS003106;2;
008030;ors vezer tere M+H;47.501751;19.135617;008030;;CS003106;2;
008031;ors vezer tere M+H;47.501365;19.135688;008031;;CS003106;2;
008034;Nagyenyed utca;47.498103;19.023704;008034;;CSF00020;1;
008036;Kobanyai ut 31.;47.487478;19.104202;008036;;CSF01264;2;-68
008037;Kobanyai ut 31.;47.487506;19.103698;008037;;CSF01264;2;113
008040;Tas vezer utca;47.478606;19.040827;008040;;CS008041;2;105
008041;Tas vezer utca;47.478866;19.040866;008041;;CS008041;2;-64
008047;Lajosmizsei sorompo;47.450468;19.161410;008047;;CSF03735;2;-59
008050;Lipto utca;47.486100;19.007031;008050;;CS008050;2;-147
008051;Lipto utca;47.486010;19.007071;008051;;CS008050;2;32
008067;Szent Imre ter;47.430948;19.070300;008067;;CS041095;2;-176
008086;Szell Kalman ter M;47.507350;19.026352;008086;;CS073099;2;37
008087;Feny utcai piac;47.508510;19.023683;008087;;CS008087;2;-90
008090;Moricz Zsigmond korter M;47.477256;19.048786;008090;;CS022814;1;
008093;Del-pesti autobuszgarazs;47.426667;19.161783;008093;;CS043154;2;-124
008094;Del-pesti autobuszgarazs;47.426227;19.161000;008094;;CS043154;2;59
008095;Nagykorosi ut;47.425255;19.157029;008095;;CSF03630;2;-104
008096;Nagykorosi ut;47.425241;19.157512;008096;;CSF03630;2;75
008098;Szabina ut;47.436450;19.013416;008098;;CS061286;2;-167
008099;Pek utca;47.442037;19.018742;008099;;CSF04376;2;106
008100;Pek utca;47.442184;19.018652;008100;;CSF04376;2;-69
008101;Rozsavolgy felso;47.441102;19.022349;008101;;CS008102;2;117
008102;Rozsavolgy felso;47.441120;19.022627;008102;;CS008102;2;-57
008103;Rozsavolgy also;47.438280;19.030491;008103;;CSF04379;2;-60
008104;Rozsavolgy also;47.438270;19.029987;008104;;CSF04379;2;97
008106;Vihar utca;47.434313;19.035689;;;;2;154
008109;Damjanich utca;47.402518;18.991053;008109;;CS008109;1;22
008110;Barosstelep vasutallomas;47.399651;18.990905;008110;;CS008110;1;-91
008111;Barackos ut / Angeli utca;47.402248;18.974427;008111;;CS008111;1;-124
008112;Szakiskola utca;47.404959;18.975835;008112;;CSF04487;2;176
008113;Szilvafa utca;47.405214;18.982168;008113;;CS008113;2;-94
008114;Matyas kiraly utca;47.404319;18.990768;008114;;CS009447;2;-59
008115;Szebeni utca;47.430338;19.016061;008115;;CS008115;2;-81
008116;Szebeni utca;47.430177;19.016896;008116;;CS008115;2;99
008119;Matra utca;47.400104;18.997714;008119;;CSF04521;2;-103
008120;Budateteny vasutallomas (Campona);47.405630;19.013758;008120;;CS007997;2;
008124;Zoldike utca;47.430738;19.012823;008124;;CS008125;2;-73
008125;Zoldike utca;47.431205;19.012359;008125;;CS008125;2;154
008126;Hir utca;47.432896;19.011523;008126;;CS008127;2;15
008127;Hir utca;47.432914;19.011403;008127;;CS008127;2;-171
008128;Ady Endre ut;47.435906;19.036550;008128;;CS009541;2;-26
008132;Puskas Ferenc Stadion M;47.501283;19.107691;008132;;CS008132;1;
008146;Vajda Peter utca;47.481389;19.103174;008146;;CSF01258;1;-152
008147;Vajda Peter utca;47.481770;19.103619;008147;;CSF01258;1;33
008148;Kobanyai ut / Konyves Kalman korut;47.485742;19.107077;008148;;CSF01267;1;-150
008149;Kobanyai ut / Konyves Kalman korut;47.486236;19.107515;008149;;CSF01267;1;23
008150;Zsil utca;47.482940;19.062984;008150;;CSF01346;2;-45
008152;Mester utca / Konyves Kalman korut;47.469596;19.083728;008152;;CSF01507;1;-111
008153;Mester utca / Konyves Kalman korut;47.469723;19.084482;008153;;CSF01507;1;63
008155;Kozvagohid H;47.468737;19.072756;008155;;CSF01527;1;-94
008156;uj koztemeto;47.473522;19.178241;008156;;CSF01866;2;-6
008164;ors vezer tere M+H;47.501463;19.136578;008164;;CS003106;2;
008168;I. utca;47.401015;19.002721;008168;;CSF04468;2;-106
008169;I. utca;47.400931;19.003494;008169;;CSF04468;1;85
008170;Angeli utca / Nagytetenyi ut;47.390632;18.981022;008170;;CSF04499;2;51
008174;Nepliget M;47.475842;19.100499;008174;;CS086859;2;
008175;Nepliget, tarolo;47.475832;19.100183;008175;;CS086859;2;
008181;Cinkotai autobuszgarazs;47.498562;19.237779;008181;;CSF03286;2;
008187;Batthyany ter;47.506776;19.039318;008187;;CSF00062;2;
008206;Mexikoi ut M;47.519261;19.091048;008206;;CSF02974;1;
008209;Nagy Lajos kiraly utja / Czobor utca;47.522170;19.102815;008209;;CSF02868;1;114
008218;Szechenyi Istvan ter;47.499032;19.047008;008218;;CSF00974;2;165
008222;ors vezer tere M+H;47.503684;19.136443;008222;;CS003106;1;174
008238;Szechenyi Istvan ter;47.500588;19.046703;008238;;CSF00974;2;-122
008239;Mupa - Nemzeti Szinhaz H;47.471308;19.073063;008239;;CS008240;2;150
008240;Mupa - Nemzeti Szinhaz H;47.471335;19.073209;008240;;CS008240;2;-30
008241;Szonyi ut;47.526625;19.096220;;;;1;-40
008242;Teleki Blanka utca;47.523865;19.093761;;;;1;-156
008243;Szantofold utca;47.572244;19.138830;008243;;CS049185;2;-142
008245;Kolozsvar utcai piac;47.536842;19.114916;;;;1;-133
008246;Rakospalotai koztemeto;47.551240;19.136010;008246;;CSF03127;2;-50
008256;Deli palyaudvar M;47.500370;19.025412;008256;;CSF00025;2;
008260;Nagybanyai ut;47.528442;18.996170;008260;;CS008260;2;-108
008261;Nagybanyai ut;47.528352;18.996317;008261;;CS008260;2;71
008262;Hidegkuti Nandor Stadion;47.490690;19.108910;008262;;CSF01275;1;176
008263;Mupa - Nemzeti Szinhaz;47.469113;19.070051;008263;;CS008264;2;180
008264;Mupa - Nemzeti Szinhaz;47.469995;19.070144;008264;;CS008264;2;0
008265;Kozvagohid H;47.468737;19.073486;008265;;CSF01527;1;61
008267;Szentlorinci ut;47.424593;19.157763;008267;;CSF03632;2;
008269;Delej utca;47.484685;19.096357;008269;;CS008269;2;-64
008270;Delej utca;47.484460;19.096407;008270;;CS008269;1;105
008271;Szentendre;47.661038;19.075607;;;;2;
008272;Kozvagohid;47.466285;19.077170;;;;2;
008283;ocean-arok utca;47.590056;19.100627;008283;;CS008284;2;-123
008284;ocean-arok utca;47.590352;19.101585;008284;;CS008284;2;58
008286;Nepliget M;47.476294;19.099288;008286;;CS086859;1;24
008287;Nepliget M;47.476345;19.098937;008287;;CS086859;1;-151
008289;Szilagyi utca;47.570883;19.111334;008289;;CS008289;2;-73
008317;Bartok Bela utca;47.433298;18.919575;008317;;CS008317;2;-130
008318;Raktarvaros;47.441547;18.938276;008318;;CS008319;2;-123
008319;Raktarvaros;47.441566;18.938608;008319;;CS008319;2;56
008322;Haranglab;47.431924;18.914078;008322;;CSF04757;2;129
008323;Karolyi utca;47.437690;18.899546;;;;2;132
008324;Tukorhegy;47.436382;18.927085;008324;;CS008324;2;-125
008325;Tukorhegy;47.436211;18.926992;008325;;CS008324;2;55
008326;Ady Endre utca;47.435045;18.906261;008326;;CS008326;1;115
008328;Torokbalint Sportkozpont;47.440051;18.895734;008328;;CS074495;2;-49
008329;Torokbalint Sportkozpont;47.440284;18.895177;008329;;CS074495;2;132
008330;Hatar utca;47.445284;18.894300;008330;;CS008330;2;-5
008331;Hatar utca;47.444924;18.894036;008331;;CS008330;2;-159
008332;Hosszuret utca;47.446066;18.881264;;;;2;172
008333;Torokbalint, bevasarlokozpont;47.443242;18.887398;;;;2;
008336;Noveny utca;47.402071;19.015810;008336;;CS008337;2;54
008337;Noveny utca;47.402125;19.015254;008337;;CS008337;2;-127
008339;Budaorsi lakotelep;47.456025;18.940934;008339;;CSF04724;1;-105
008341;Templom ter;47.542367;19.130057;008341;;CS008341;2;166
008344;Kiralyhago ter;47.495421;19.018729;008344;;CSF02413;1;128
008345;Katona Jozsef utca;47.438346;18.906478;;;;2;138
008353;eszak-Pesti Korhaz;47.539377;19.122388;;;;2;46
008359;obudai autobuszgarazs;47.567996;19.026302;008359;;CS008360;1;
008360;obudai autobuszgarazs;47.568290;19.026730;008360;;CS008360;2;
008365;Becsi ut / Vorosvari ut;47.548489;19.028941;008365;;CSF00571;1;
008377;Nagykorosi ut / Hatar ut;47.456450;19.114660;008377;;CS008377;2;
008379;Kobanya also vasutallomas;47.483885;19.127207;008379;;CSF01800;2;
008380;Kobanya also vasutallomas;47.483256;19.128130;008380;;CSF01800;2;
008381;Kobanya also vasutallomas;47.484012;19.127561;008381;;CSF01800;2;
008382;ors vezer tere M+H;47.502448;19.136843;008382;;CS003106;1;-10
008383;ors vezer tere M+H;47.502623;19.136654;008383;;CS003106;1;145
008385;Rakospalota, MaV-telep;47.541293;19.121408;008385;;CSF03102;2;
008399;Pestszentimre vasutallomas;47.404251;19.186538;008399;;CSF03665;2;-137
008400;Dunakeszi, Auchan aruhaz;47.608972;19.117347;;;;2;
008402;Kert sor;47.591138;19.045357;008402;;CS008403;2;23
008403;Kert sor;47.591363;19.045370;008403;;CS008403;2;-156
008404;Csillaghegy H;47.584886;19.042047;008404;;CS008404;2;16
008405;Csillaghegy H;47.584817;19.041849;008405;;CS008404;2;-158
008406;Forrasliget lakopark;47.581153;19.037568;008406;;CS008407;2;49
008407;Forrasliget lakopark;47.581354;19.037795;008407;;CS008407;2;-110
008408;uromhegyi lejto;47.577645;19.032198;008408;;CS008409;2;15
008409;uromhegyi lejto;47.577663;19.032065;008409;;CS008409;2;-166
008410;Aranyhegyi lejto;47.572593;19.030301;008410;;CS008410;2;14
008411;Aranyhegyi lejto;47.572512;19.030128;008411;;CS008410;2;-164
008412;Becsi ut / Vorosvari ut;47.548475;19.029204;008412;;CSF00571;2;-1
008426;Kaposztasmegyer, Szilas-patak;47.577384;19.114891;008426;;CSF00859;2;8
008428;Budakalasz, Budai ut;47.617063;19.051534;008428;;CS008428;2;-19
008429;Budakalasz, Budai ut;47.616729;19.051767;008429;;CS008428;2;145
008430;Budakalasz, Lenfono H;47.620304;19.046374;008430;;CS008431;1;-9
008431;Budakalasz, Lenfono H;47.621800;19.045662;008431;;CS008431;1;149
008432;Szentistvantelep H;47.628444;19.043367;008432;;CS008432;2;-17
008433;Szentistvantelep H;47.627055;19.043879;008433;;CS008432;2;162
008434;Pomaz H;47.643897;19.030357;008434;;CS008434;1;-43
008435;Pomaz H;47.642594;19.031459;008435;;CS008434;2;128
008436;Szentendre, Papirgyar;47.648965;19.069449;008436;;CS008436;1;16
008437;Papirgyar;47.647762;19.069061;008437;;CS008436;1;177
008438;Egyetem;47.652306;19.071738;008438;;CS008438;1;20
008439;Egyetem;47.652067;19.071331;008439;;CS008438;1;-150
008447;Dioskert;47.425580;18.911840;;;;2;-95
008455;Jaszai Mari ter;47.512811;19.047938;008455;;CSF02511;2;
008458;Tisza Istvan ter;47.517230;19.107350;008458;;CS008458;1;-42
008459;Uzsoki Utcai Korhaz;47.519822;19.103742;008459;;CS008459;1;-42
008460;Uzsoki Utcai Korhaz;47.519642;19.103436;008460;;CS008459;1;
008461;Erzsebet kiralyne utja / Rona utca;47.521615;19.101317;;;;1;-41
008462;Bretzfeld utca;47.460552;18.945930;;;;2;153
008471;Del-pesti autobuszgarazs;47.426479;19.160895;008471;;CS043154;2;
008472;Del-pesti autobuszgarazs;47.426703;19.161134;008472;;CS043154;2;
008479;Homokbanya utca;47.399615;18.941000;;;;2;-42
008480;Petofi Sandor utca;47.402428;18.937682;008480;;CS009094;2;46
008481;Soroksar felso H;47.410028;19.111501;008481;;CSF04530;2;172
008486;Csonka Janos ter;47.470132;19.044780;008486;;CS009425;2;-167
008490;Hatar ut M;47.464573;19.126164;008490;;CS040762;2;
008491;Jaszberenyi ut;47.485549;19.192668;;;;2;8
008498;Aszodi utca;47.463482;19.101007;008498;;CSF01476;2;
008499;Kozteruletfenntarto Zrt.;47.467994;19.106702;008499;;CSF01481;2;-149
008500;Ecseri ut M;47.470485;19.108814;008500;;CSF01495;2;-150
008501;Ferencvarosi rendelointezet;47.476947;19.075454;008501;;CS008702;2;-119
008519;Timar utca H;47.533311;19.043634;;;;2;-145
008520;Szentlelek ter H;47.539380;19.047083;008520;;CSF00621;2;
008521;Serfozo utca;47.538327;19.046955;008521;;CS009295;2;178
008532;Kossuth Lajos ter M;47.505894;19.048562;008532;;CSF00970;1;-99
008535;Cinkotai autobuszgarazs;47.498283;19.237565;008535;;CSF03286;2;
008544;Szepvolgyi ut H;47.527482;19.039956;;;;2;-169
008545;Puskas Ferenc Stadion M;47.500105;19.107013;008545;;CS008132;1;-97
008546;Boraros ter H;47.479809;19.067866;008546;;CS009739;2;
008548;Gyal, Bem Jozsef utca;47.372935;19.216779;;;;2;131
008549;Kisfaludy Sandor utca;47.375035;19.213621;;;;2;134
008550;Toldi Miklos utca;47.377325;19.210039;;;;2;133
008551;Bacso Bela utca;47.379534;19.206696;;;;2;133
008552;Erdosor utca;47.383039;19.201912;;;;2;-138
008553;Bajcsy-Zsilinszky utca;47.385653;19.204449;;;;2;133
008559;Korompai utca;47.484896;19.012508;008559;;CS008559;2;-96
008560;Korompai utca;47.484815;19.012866;008560;;CS008559;2;84
008567;Gazdagreti ter;47.473321;18.992775;008567;;CSF02229;2;34
008569;Cinkotai autobuszgarazs;47.498194;19.237086;008569;;CSF03286;2;-120
008575;Taviro utca;47.461151;19.118990;;;;2;42
008577;Rakoshegy vasutallomas;47.467968;19.244845;008577;;CSF03528;2;-81
008587;Gyali ut;47.456515;19.111039;008587;;CS008587;2;-102
008588;Gyali ut;47.456326;19.110349;008588;;CS008587;2;78
008589;Gyali ut;47.466017;19.103463;008589;;CS008589;2;-37
008590;Szent Gellert ter M;47.483337;19.053086;008590;;CS044592;1;-154
008591;Szent Gellert ter M;47.483616;19.053537;008591;;CS044592;1;38
008593;Moricz Zsigmond korter M;47.476836;19.047188;008593;;CS022814;1;-177
008597;Sport utca;47.455942;18.948108;;;;1;176
008598;Baross utca;47.460328;18.958490;008598;;CS008598;2;-10
008605;Kolosy ter;47.527590;19.036729;008605;;CSF00137;1;96
008642;Szekesdulo;47.611119;19.104279;008642;;CS008643;2;62
008643;Szekesdulo;47.611164;19.104053;008643;;CS008643;2;-120
008644;Vizmuvek;47.599539;19.092791;008644;;CS008645;2;34
008645;Vizmuvek;47.600312;19.093310;008645;;CS008645;2;-144
008646;aruhazi bekotout;47.386494;19.022627;008646;;CS008647;2;-119
008647;aruhazi bekotout;47.386539;19.023091;008647;;CS008647;2;66
008649;Szekesdulo, ipartelep;47.615164;19.109245;008649;;CS008649;2;22
008650;Szekesdulo, ipartelep;47.614750;19.108806;008650;;CS008649;2;-158
008651;Auchan Sziget aruhaz;47.384381;19.025807;008651;;CS008651;2;153
008652;Auchan Sziget aruhaz;47.384174;19.025966;008652;;CS008651;2;154
008670;Auchan Liget;47.541169;19.247043;008670;;CS074909;2;
008681;Hidegkuti Nandor Stadion;47.490533;19.110469;008681;;CSF01275;2;
008684;Albertfalva kitero;47.452693;19.038524;008684;;CS008685;2;-168
008685;Albertfalva kitero;47.452801;19.038961;008685;;CS008685;2;8
008692;Felsocsatari koz;47.458682;19.177051;008692;;CS008692;2;
008694;Koztelek utca;47.487044;19.066933;;;;2;125
008697;ujpest-Kozpont M;47.560751;19.090152;008697;;CSF00911;2;
008702;Ferencvarosi rendelointezet;47.477155;19.075785;008702;;CS008702;2;107
008708;Vizmuvek lakotelep;47.597822;19.091606;008708;;CS008708;2;34
008725;Puskas Ferenc Stadion M;47.499900;19.104879;008725;;CS008132;2;
008731;Budagyongye;47.516074;18.998922;008731;;CSF00166;2;
008736;Daniel ut;47.512863;18.994978;008736;;CS008737;2;
008737;Daniel ut;47.512881;18.994739;008737;;CS008737;2;117
008740;ujbuda-kozpont M;47.474683;19.046385;008740;;CSF01999;2;-165
008750;Batthyany ter M+H;47.505696;19.039323;008750;;CSF00065;1;175
008754;Pestszentimre vasutallomas (Dozsa Gy.u.);47.403586;19.185688;008754;;CSF03665;2;49
008772;Pestszentlorinc vasutallomas;47.454646;19.181749;008772;;CSF03845;2;
008775;Ilonatelep H;47.525831;19.228646;008775;;CSF03334;2;46
008782;Blaha Lujza ter M;47.496881;19.069160;008782;;CSF01116;1;
008785;Puskas Ferenc Stadion M;47.499936;19.105237;008785;;CS008132;2;
008788;Koerberek;47.445299;18.999585;008788;;CS009351;2;-63
008789;Koerberek;47.445218;19.000036;008789;;CS009351;2;89
008792;Normafa;47.502448;18.965905;008792;;CSF02489;2;-159
008793;Regenyes utca;47.429436;19.020658;008793;;CSF04421;2;180
008801;Savoya Park;47.436482;19.040103;008801;;CS009578;2;
008802;Savoya Park;47.435847;19.042385;008802;;CS009578;1;-75
008832;Szakorvosi rendelointezet;47.443871;19.181125;;;;2;29
008841;ives ut;47.592804;19.107611;008841;;CS044135;2;60
008842;ives ut;47.592598;19.106813;008842;;CS044135;2;-120
008844;Egressy ut / Vezer utca;47.519260;19.126312;008844;;CSF02804;1;-142
008845;Kelenfold vasutallomas M;47.464723;19.023213;008845;;CS007967;2;7
008846;Mehecske utca;47.448032;18.947797;008846;;CS008846;2;180
008847;Mehecske utca;47.447979;18.947970;008847;;CS008846;2;-4
008850;Mikszath Kalman utca;47.451162;19.176781;008850;;CS008850;2;-55
008863;Gozmozdony utca;47.470054;19.157193;;;;2;-144
008864;Savoya Park;47.435991;19.041549;008864;;CS009578;1;102
008893;Csepeli atjaro;47.436339;19.092257;008893;;CSF04147;2;-98
008894;Vizisport utca;47.433997;19.091263;008894;;CS009718;2;144
008895;Teremszeg utca;47.432951;19.092221;;;;2;163
008896;Pesterzsebet vasutallomas;47.433417;19.096414;008896;;CSF04121;2;81
008898;Szakorvosi rendelo;47.440886;19.101780;;;;2;-39
008900;arpad hid M;47.531904;19.066158;008900;;CSF02601;1;-160
008903;Szentmihalyi ut;47.541396;19.151947;008903;;CSF03144;2;64
008904;Ketujfalu utca;47.419522;19.209134;008904;;CS008904;2;28
008910;Kaposztasmegyer, Mogyorodi-patak;47.598348;19.121429;008910;;CS009536;2;100
008911;Homoktovis iskola;47.597234;19.117084;008911;;CS008911;2;50
008912;Hidegkuti Nandor Stadion;47.490246;19.110044;008912;;CSF01275;2;80
008915;Jaszberenyi ut / Maglodi ut;47.490399;19.148450;008915;;CSF01615;2;
008916;Kobanyai garazs;47.490648;19.114424;008916;;CS074021;2;-99
008917;Kobanyai garazs;47.490684;19.113853;008917;;CS074021;2;89
008918;Budateteny, benzinkut;47.430123;19.003651;;;;2;-156
008919;Pongratz Gergely ter;47.509771;19.128546;008919;;CS008919;1;-46
008921;Del-pesti autobuszgarazs;47.426613;19.161081;008921;;CS043154;2;
008922;Gyula vezer ut;47.409254;19.003430;008922;;CS008971;2;-133
008923;Kabai utca;47.495749;19.160431;008923;;CS008923;2;-47
008924;Kabai utca;47.495605;19.160418;008924;;CS008923;2;135
008939;Bekasmegyer H;47.598408;19.054259;008939;;CS008940;2;120
008940;Bekasmegyer H;47.598633;19.054086;008940;;CS008940;2;
008941;Vaci ut;47.561245;19.079377;;;;2;-79
008942;ors vezer tere M+H;47.503279;19.137603;008942;;CS003106;2;82
008943;Budateteny, benzinkut;47.431086;19.004419;;;;2;20
008944;ujpest-Varoskapu M (Vaci ut);47.556577;19.076558;008944;;CS005815;2;
008945;ujpest-Varoskapu M (Vaci ut);47.558110;19.076876;008945;;CS005815;1;-164
008946;Szenas utca;47.527604;19.181627;;;;2;55
008947;Szlovak ut;47.531165;19.189578;;;;2;51
008948;Kucorgo ter;47.469328;19.295153;008948;;CS008948;2;170
008949;Pestszentimre vasutall. (Nagykorosi ut);47.403423;19.186602;008949;;CSF03665;2;136
008950;Pestszentimre vasutall. (Nagykorosi ut);47.404315;19.185664;008950;;CSF03665;2;-39
008951;Beke ter;47.430019;19.215675;008951;;CS008951;2;-64
008952;Terv utca;47.408012;19.001509;008952;;CSF04463;2;-132
008953;Csillag utca;47.409214;19.119000;008953;;CS008954;2;173
008954;Csillag utca;47.409565;19.119053;008954;;CS008954;2;-7
008955;Gombosszeg koz;47.413020;19.118396;008955;;CS008955;2;-171
008956;Gombosszeg koz;47.412723;19.118475;008956;;CS008955;2;0
008957;Elod utca;47.418651;19.117329;;;;2;141
008958;Also hatarut;47.416313;19.116399;008958;;CS008958;2;24
008959;Templom utca 6.;47.408876;19.113620;;;;2;167
008960;Gyali-patak;47.394698;19.116570;008960;;CS049172;2;-150
008961;Soroksar, Hosok tere H;47.399339;19.116483;008961;;CSF04542;2;75
008962;Szent Istvan utca H;47.392297;19.115202;008962;;CS008962;2;31
008963;Grassalkovich ut;47.390505;19.118896;;;;2;153
008964;Tartsay utca;47.421343;19.127194;;;;2;48
008965;Szent Laszlo utca;47.421272;19.126902;008965;;CS008965;2;-132
008966;Szentlorinci uti lakotelep;47.417227;19.131105;008966;;CS008966;1;-35
008967;Szentlorinci uti lakotelep;47.416957;19.131198;008967;;CS008966;1;140
008971;Gyula vezer ut;47.409902;19.004383;008971;;CS008971;2;34
009000;Kistarcsa H;47.545503;19.259839;009000;;CS009001;2;43
009001;Kistarcsa H;47.545584;19.259693;009001;;CS009001;2;-127
009002;Kerepes H;47.552441;19.270507;009002;;CS009002;2;49
009003;Kerepes H;47.551324;19.268897;009003;;CS009002;2;-131
009004;Szilasligeti elagazas;47.560201;19.283112;009004;;CS009006;2;43
009005;Kerepes, Szabadsag utja;47.560786;19.282783;;;;2;135
009006;Szilasligeti elagazas;47.560766;19.283700;009006;;CS009006;2;-135
009007;Szilasliget, Posta;47.569550;19.272176;009007;;CS009008;2;39
009008;Szilasliget, Posta;47.569882;19.272430;009008;;CS009008;2;-121
009009;Szilasliget, Wesselenyi utca;47.573117;19.269227;009009;;CS009009;2;-44
009010;Szilasliget, Wesselenyi utca;47.572955;19.269240;009010;;CS009009;2;137
009011;Szilasliget, Szondi utca;47.575273;19.266059;009011;;CS009012;2;-45
009012;Szilasliget, Szondi utca;47.575382;19.265687;009012;;CS009012;2;135
009013;Szilasliget, Kemping;47.578226;19.261133;;;;2;103
009014;EGIS-telep (Szentjakab H);47.592911;19.284773;009014;;CS009014;2;-61
009015;EGIS-telep (Szentjakab H);47.592495;19.285583;009015;;CS009014;2;119
009016;Godollo, Szokokut;47.599126;19.346731;;;;2;130
009017;Godollo, Szabadsag ter H;47.599243;19.346771;;;;2;-42
009018;Godollo, Szabadsag ter H;47.598050;19.349038;;;;2;40
